Dates,RF Actual Level (mm),Last 10 Year Average (m bgl),Last Year  (m bgl),Current Level (m bgl)
"28-Feb-2014",0.32,NaN,"-","-"
"01-Mar-2014",0.53,NaN,"-","-"
"02-Mar-2014",0.47,NaN,"-","-"
"03-Mar-2014",0,NaN,"-","-"
"04-Mar-2014",0.19,NaN,"-","-"
"05-Mar-2014",0.53,NaN,"-","-"
"06-Mar-2014",0,NaN,"-","-"
"07-Mar-2014",2.01,NaN,"-","-"
"08-Mar-2014",1.92,NaN,"-","-"
"09-Mar-2014",0,NaN,"-","-"
"10-Mar-2014",2.72,NaN,"-","-"
"11-Mar-2014",0,NaN,"-","-"
"12-Mar-2014",0,NaN,"-","-"
"13-Mar-2014",0,NaN,"-","-"
"14-Mar-2014",0,NaN,"-","-"
"15-Mar-2014",0,NaN,"-","-"
"16-Mar-2014",0,NaN,"-","-"
"17-Mar-2014",0,NaN,"-","-"
"18-Mar-2014",0,NaN,"-","-"
"19-Mar-2014",0,NaN,"-","-"
"20-Mar-2014",0,NaN,"-","-"
"21-Mar-2014",0,NaN,"-","-"
"22-Mar-2014",0,NaN,"-","-"
"23-Mar-2014",0.91,NaN,"-","-"
"24-Mar-2014",0.5,NaN,"-","-"
"25-Mar-2014",0,NaN,"-","-"
"26-Mar-2014",0,NaN,"-","-"
"27-Mar-2014",0,NaN,"-","-"
"28-Mar-2014",0,NaN,"-","-"
"29-Mar-2014",0,NaN,"-","-"
"30-Mar-2014",0,NaN,"-","-"
"31-Mar-2014",0,NaN,"-","-"
"01-Apr-2014",0,NaN,"-","-"
"02-Apr-2014",7.88,NaN,"-","-"
"03-Apr-2014",0.92,NaN,"-","-"
"04-Apr-2014",0,NaN,"-","-"
"05-Apr-2014",0,NaN,"-","-"
"06-Apr-2014",0.22,NaN,"-","-"
"07-Apr-2014",0.19,NaN,"-","-"
"08-Apr-2014",0,NaN,"-","-"
"09-Apr-2014",3.49,NaN,"-","-"
"10-Apr-2014",2.88,NaN,"-","-"
"11-Apr-2014",2.17,NaN,"-","-"
"12-Apr-2014",3.95,NaN,"-","-"
"13-Apr-2014",1.36,NaN,"-","-"
"14-Apr-2014",3.08,NaN,"-","-"
"15-Apr-2014",12.91,NaN,"-","-"
"16-Apr-2014",2.87,NaN,"-","-"
"17-Apr-2014",1.59,NaN,"-","-"
"18-Apr-2014",3.24,NaN,"-","-"
"19-Apr-2014",6.9,NaN,"-","-"
"20-Apr-2014",1.73,NaN,"-","-"
"21-Apr-2014",0.19,NaN,"-","-"
"22-Apr-2014",0,NaN,"-","-"
"23-Apr-2014",0,NaN,"-","-"
"24-Apr-2014",0,NaN,"-","-"
"25-Apr-2014",0,NaN,"-","-"
"26-Apr-2014",0,NaN,"-","-"
"27-Apr-2014",7.53,NaN,"-","-"
"28-Apr-2014",2.39,NaN,"-","-"
"29-Apr-2014",3.35,NaN,"-","-"
"30-Apr-2014",2.32,NaN,"-","-"
"01-May-2014",8.13,NaN,"-","-"
"02-May-2014",12.14,NaN,"-","-"
"03-May-2014",25.16,NaN,"-","-"
"04-May-2014",13.52,NaN,"-","-"
"05-May-2014",1.74,NaN,"-","-"
"06-May-2014",0.49,NaN,"-","-"
"07-May-2014",1.81,NaN,"-","-"
"08-May-2014",3.55,NaN,"-","-"
"09-May-2014",72.3,NaN,"-","-"
"10-May-2014",0.66,NaN,"-","-"
"11-May-2014",0.23,NaN,"-","-"
"12-May-2014",5.06,NaN,"-","-"
"13-May-2014",0,NaN,"-","-"
"14-May-2014",0,9.05,10.095383913361031,8.91768039558839
"15-May-2014",0,NaN,"-","-"
"16-May-2014",0.15,NaN,"-","-"
"17-May-2014",0,NaN,"-","-"
"18-May-2014",0.94,NaN,"-","-"
"19-May-2014",2.94,NaN,"-","-"
"20-May-2014",5.28,NaN,"-","-"
"21-May-2014",0.92,NaN,"-","-"
"22-May-2014",0.62,NaN,"-","-"
"23-May-2014",1.38,NaN,"-","-"
"24-May-2014",1.4,NaN,"-","-"
"25-May-2014",0,NaN,"-","-"
"26-May-2014",0,NaN,"-","-"
"27-May-2014",0,NaN,"-","-"
"28-May-2014",3.1,NaN,"-","-"
"29-May-2014",9.69,NaN,"-","-"
"30-May-2014",5.7,NaN,"-","-"
"31-May-2014",2.03,NaN,"-","-"
"01-Jun-2014",10.32,NaN,"-","-"
"02-Jun-2014",0,NaN,"-","-"
"03-Jun-2014",25.87,NaN,"-","-"
"04-Jun-2014",0,NaN,"-","-"
"05-Jun-2014",0.02,NaN,"-","-"
"06-Jun-2014",1.95,NaN,"-","-"
"07-Jun-2014",0.91,NaN,"-","-"
"08-Jun-2014",0.27,NaN,"-","-"
"09-Jun-2014",2.18,NaN,"-","-"
"10-Jun-2014",2.1,NaN,"-","-"
"11-Jun-2014",4.62,NaN,"-","-"
"12-Jun-2014",3.64,NaN,"-","-"
"13-Jun-2014",3.3,NaN,"-","-"
"14-Jun-2014",2.32,NaN,"-","-"
"15-Jun-2014",1.7,NaN,"-","-"
"16-Jun-2014",1.74,NaN,"-","-"
"17-Jun-2014",8.97,NaN,"-","-"
"18-Jun-2014",6.02,NaN,"-","-"
"19-Jun-2014",22.12,NaN,"-","-"
"20-Jun-2014",37.2,NaN,"-","-"
"21-Jun-2014",18.86,NaN,"-","-"
"22-Jun-2014",17.31,NaN,"-","-"
"23-Jun-2014",3.98,NaN,"-","-"
"24-Jun-2014",1.61,NaN,"-","-"
"25-Jun-2014",1.04,NaN,"-","-"
"26-Jun-2014",0.73,NaN,"-","-"
"27-Jun-2014",0,NaN,"-","-"
"28-Jun-2014",0,NaN,"-","-"
"29-Jun-2014",1.42,NaN,"-","-"
"30-Jun-2014",2.81,NaN,"-","-"
"01-Jul-2014",5.38,NaN,"-","-"
"02-Jul-2014",12.31,NaN,"-","-"
"03-Jul-2014",0.44,NaN,"-","-"
"04-Jul-2014",0.21,NaN,"-","-"
"05-Jul-2014",1.7,NaN,"-","-"
"06-Jul-2014",5.65,NaN,"-","-"
"07-Jul-2014",1.65,NaN,"-","-"
"08-Jul-2014",2.82,NaN,"-","-"
"09-Jul-2014",2.13,NaN,"-","-"
"10-Jul-2014",12.28,NaN,"-","-"
"11-Jul-2014",21.27,NaN,"-","-"
"12-Jul-2014",12.99,NaN,"-","-"
"13-Jul-2014",54.18,NaN,"-","-"
"14-Jul-2014",37,NaN,"-","-"
"15-Jul-2014",39.46,NaN,"-","-"
"16-Jul-2014",25.55,NaN,"-","-"
"17-Jul-2014",18.45,NaN,"-","-"
"18-Jul-2014",11.57,NaN,"-","-"
"19-Jul-2014",35.09,NaN,"-","-"
"20-Jul-2014",26.34,NaN,"-","-"
"21-Jul-2014",16.79,NaN,"-","-"
"22-Jul-2014",29.42,NaN,"-","-"
"23-Jul-2014",23.4,NaN,"-","-"
"24-Jul-2014",41.62,NaN,"-","-"
"25-Jul-2014",13.73,NaN,"-","-"
"26-Jul-2014",10.53,NaN,"-","-"
"27-Jul-2014",10.06,NaN,"-","-"
"28-Jul-2014",12.6,NaN,"-","-"
"29-Jul-2014",7.46,NaN,"-","-"
"30-Jul-2014",7.51,NaN,"-","-"
"31-Jul-2014",22.49,NaN,"-","-"
"01-Aug-2014",40.42,NaN,"-","-"
"02-Aug-2014",26.14,NaN,"-","-"
"03-Aug-2014",17.05,NaN,"-","-"
"04-Aug-2014",12.68,NaN,"-","-"
"05-Aug-2014",29.1,NaN,"-","-"
"06-Aug-2014",32.6,NaN,"-","-"
"07-Aug-2014",33.46,NaN,"-","-"
"08-Aug-2014",8.24,NaN,"-","-"
"09-Aug-2014",9.1,NaN,"-","-"
"10-Aug-2014",5.68,NaN,"-","-"
"11-Aug-2014",4.07,NaN,"-","-"
"12-Aug-2014",16.76,NaN,"-","-"
"13-Aug-2014",2.16,NaN,"-","-"
"14-Aug-2014",3.71,NaN,"-","-"
"15-Aug-2014",4.96,NaN,"-","-"
"16-Aug-2014",0.48,NaN,"-","-"
"17-Aug-2014",0.73,NaN,"-","-"
"18-Aug-2014",1.52,NaN,"-","-"
"19-Aug-2014",23.56,NaN,"-","-"
"20-Aug-2014",3.43,NaN,"-","-"
"21-Aug-2014",7.56,NaN,"-","-"
"22-Aug-2014",5.62,NaN,"-","-"
"23-Aug-2014",7.98,NaN,"-","-"
"24-Aug-2014",3.53,5.62,5.578529571882016,5.530405394006901
"25-Aug-2014",2.81,NaN,"-","-"
"26-Aug-2014",1.72,NaN,"-","-"
"27-Aug-2014",0.51,NaN,"-","-"
"28-Aug-2014",5.64,NaN,"-","-"
"29-Aug-2014",9,NaN,"-","-"
"30-Aug-2014",14.01,NaN,"-","-"
"31-Aug-2014",28.83,NaN,"-","-"
"01-Sep-2014",20.54,NaN,"-","-"
"02-Sep-2014",29.53,NaN,"-","-"
"03-Sep-2014",5.92,NaN,"-","-"
"04-Sep-2014",18.79,NaN,"-","-"
"05-Sep-2014",8.08,NaN,"-","-"
"06-Sep-2014",5.53,NaN,"-","-"
"07-Sep-2014",18.54,NaN,"-","-"
"08-Sep-2014",1.68,NaN,"-","-"
"09-Sep-2014",6.07,NaN,"-","-"
"10-Sep-2014",1.67,NaN,"-","-"
"11-Sep-2014",2.49,NaN,"-","-"
"12-Sep-2014",0.35,NaN,"-","-"
"13-Sep-2014",0.83,NaN,"-","-"
"14-Sep-2014",2.35,NaN,"-","-"
"15-Sep-2014",5.9,NaN,"-","-"
"16-Sep-2014",1.34,NaN,"-","-"
"17-Sep-2014",2.95,NaN,"-","-"
"18-Sep-2014",0.13,NaN,"-","-"
"19-Sep-2014",2.3,NaN,"-","-"
"20-Sep-2014",1.34,NaN,"-","-"
"21-Sep-2014",1.05,NaN,"-","-"
"22-Sep-2014",0.46,NaN,"-","-"
"23-Sep-2014",36.15,NaN,"-","-"
"24-Sep-2014",12.99,NaN,"-","-"
"25-Sep-2014",16.99,NaN,"-","-"
"26-Sep-2014",14.54,NaN,"-","-"
"27-Sep-2014",8.27,NaN,"-","-"
"28-Sep-2014",0.71,NaN,"-","-"
"29-Sep-2014",16.83,NaN,"-","-"
"30-Sep-2014",8.48,NaN,"-","-"
"01-Oct-2014",1.86,NaN,"-","-"
"02-Oct-2014",0.62,NaN,"-","-"
"03-Oct-2014",0,NaN,"-","-"
"04-Oct-2014",1.47,NaN,"-","-"
"05-Oct-2014",1.34,NaN,"-","-"
"06-Oct-2014",25.24,NaN,"-","-"
"07-Oct-2014",9.85,NaN,"-","-"
"08-Oct-2014",1.74,NaN,"-","-"
"09-Oct-2014",7.52,NaN,"-","-"
"10-Oct-2014",2.83,NaN,"-","-"
"11-Oct-2014",7.93,NaN,"-","-"
"12-Oct-2014",4.28,NaN,"-","-"
"13-Oct-2014",1.34,NaN,"-","-"
"14-Oct-2014",0.02,NaN,"-","-"
"15-Oct-2014",0.12,NaN,"-","-"
"16-Oct-2014",2.67,NaN,"-","-"
"17-Oct-2014",0.47,NaN,"-","-"
"18-Oct-2014",5.52,NaN,"-","-"
"19-Oct-2014",3.4,NaN,"-","-"
"20-Oct-2014",2.7,NaN,"-","-"
"21-Oct-2014",4.56,NaN,"-","-"
"22-Oct-2014",1.18,NaN,"-","-"
"23-Oct-2014",0.88,NaN,"-","-"
"24-Oct-2014",5.45,NaN,"-","-"
"25-Oct-2014",4.03,NaN,"-","-"
"26-Oct-2014",7.8,NaN,"-","-"
"27-Oct-2014",2.24,NaN,"-","-"
"28-Oct-2014",11.17,NaN,"-","-"
"29-Oct-2014",1.53,NaN,"-","-"
"30-Oct-2014",0.03,NaN,"-","-"
"31-Oct-2014",0,NaN,"-","-"
"01-Nov-2014",0,NaN,"-","-"
"02-Nov-2014",0.37,NaN,"-","-"
"03-Nov-2014",1.6,NaN,"-","-"
"04-Nov-2014",0,7,6.5141562684993515,7.048995894416987
"05-Nov-2014",0,NaN,"-","-"
"06-Nov-2014",0,NaN,"-","-"
"07-Nov-2014",0.05,NaN,"-","-"
"08-Nov-2014",0,NaN,"-","-"
"09-Nov-2014",0,NaN,"-","-"
"10-Nov-2014",0,NaN,"-","-"
"11-Nov-2014",0.13,NaN,"-","-"
"12-Nov-2014",3.42,NaN,"-","-"
"13-Nov-2014",0.46,NaN,"-","-"
"14-Nov-2014",0.96,NaN,"-","-"
"15-Nov-2014",5.43,NaN,"-","-"
"16-Nov-2014",0,NaN,"-","-"
"17-Nov-2014",0,NaN,"-","-"
"18-Nov-2014",0,NaN,"-","-"
"19-Nov-2014",0,NaN,"-","-"
"20-Nov-2014",0,NaN,"-","-"
"21-Nov-2014",0,NaN,"-","-"
"22-Nov-2014",0,NaN,"-","-"
"23-Nov-2014",0,NaN,"-","-"
"24-Nov-2014",0,NaN,"-","-"
"25-Nov-2014",0,NaN,"-","-"
"26-Nov-2014",0,NaN,"-","-"
"27-Nov-2014",0,NaN,"-","-"
"28-Nov-2014",0,NaN,"-","-"
"29-Nov-2014",0,NaN,"-","-"
"30-Nov-2014",0,NaN,"-","-"
"01-Dec-2014",0,NaN,"-","-"
"02-Dec-2014",0,NaN,"-","-"
"03-Dec-2014",0,NaN,"-","-"
"04-Dec-2014",0,NaN,"-","-"
"05-Dec-2014",0,NaN,"-","-"
"06-Dec-2014",0,NaN,"-","-"
"07-Dec-2014",0,NaN,"-","-"
"08-Dec-2014",0.33,NaN,"-","-"
"09-Dec-2014",4,NaN,"-","-"
"10-Dec-2014",0.03,NaN,"-","-"
"11-Dec-2014",10.59,NaN,"-","-"
"12-Dec-2014",2.5,NaN,"-","-"
"13-Dec-2014",0.96,NaN,"-","-"
"14-Dec-2014",5.33,NaN,"-","-"
"15-Dec-2014",0.33,NaN,"-","-"
"16-Dec-2014",2.95,NaN,"-","-"
"17-Dec-2014",0,NaN,"-","-"
"18-Dec-2014",0,NaN,"-","-"
"19-Dec-2014",0,NaN,"-","-"
"20-Dec-2014",0,NaN,"-","-"
"21-Dec-2014",0,NaN,"-","-"
"22-Dec-2014",0,NaN,"-","-"
"23-Dec-2014",0,NaN,"-","-"
"24-Dec-2014",0,NaN,"-","-"
"25-Dec-2014",0,NaN,"-","-"
"26-Dec-2014",0,NaN,"-","-"
"27-Dec-2014",0,NaN,"-","-"
"28-Dec-2014",0,NaN,"-","-"
"29-Dec-2014",0,NaN,"-","-"
"30-Dec-2014",0.21,NaN,"-","-"
"31-Dec-2014",0.23,NaN,"-","-"
"01-Jan-2015",0,NaN,"-","-"
"02-Jan-2015",0.12,NaN,"-","-"
"03-Jan-2015",0,NaN,"-","-"
"04-Jan-2015",0,8.05,7.82725100432362,7.766350195375251
"05-Jan-2015",0,NaN,"-","-"
"06-Jan-2015",0,NaN,"-","-"
"07-Jan-2015",0,NaN,"-","-"
"08-Jan-2015",0,NaN,"-","-"
"09-Jan-2015",0,NaN,"-","-"
"10-Jan-2015",0,NaN,"-","-"
"11-Jan-2015",0,NaN,"-","-"
"12-Jan-2015",0,NaN,"-","-"
"13-Jan-2015",0,NaN,"-","-"
"14-Jan-2015",0,NaN,"-","-"
"15-Jan-2015",0,NaN,"-","-"
"16-Jan-2015",0,NaN,"-","-"
"17-Jan-2015",0,NaN,"-","-"
"18-Jan-2015",0,NaN,"-","-"
"19-Jan-2015",0,NaN,"-","-"
"20-Jan-2015",0,NaN,"-","-"
"21-Jan-2015",1.14,NaN,"-","-"
"22-Jan-2015",0,NaN,"-","-"
"23-Jan-2015",0,NaN,"-","-"
"24-Jan-2015",0,NaN,"-","-"
"25-Jan-2015",0,NaN,"-","-"
"26-Jan-2015",0,NaN,"-","-"
"27-Jan-2015",0,NaN,"-","-"
"28-Jan-2015",0,NaN,"-","-"
"29-Jan-2015",0,NaN,"-","-"
"30-Jan-2015",0,NaN,"-","-"
"31-Jan-2015",0,NaN,"-","-"
"01-Feb-2015",0,NaN,"-","-"
"02-Feb-2015",0,NaN,"-","-"
"03-Feb-2015",0,NaN,"-","-"
"04-Feb-2015",0,NaN,"-","-"
"05-Feb-2015",0,NaN,"-","-"
"06-Feb-2015",0,NaN,"-","-"
"07-Feb-2015",0,NaN,"-","-"
"08-Feb-2015",0,NaN,"-","-"
"09-Feb-2015",0,NaN,"-","-"
"10-Feb-2015",0,NaN,"-","-"
"11-Feb-2015",0,NaN,"-","-"
"12-Feb-2015",0,NaN,"-","-"
"13-Feb-2015",0,NaN,"-","-"
"14-Feb-2015",0,NaN,"-","-"
"15-Feb-2015",0,NaN,"-","-"
"16-Feb-2015",0,NaN,"-","-"
"17-Feb-2015",0,NaN,"-","-"
"18-Feb-2015",0,NaN,"-","-"
"19-Feb-2015",0.11,NaN,"-","-"
"20-Feb-2015",1.95,NaN,"-","-"
"21-Feb-2015",0,NaN,"-","-"
"22-Feb-2015",0,NaN,"-","-"
"23-Feb-2015",0,NaN,"-","-"
"24-Feb-2015",0,NaN,"-","-"
"25-Feb-2015",0,NaN,"-","-"
"26-Feb-2015",0,NaN,"-","-"
"27-Feb-2015",0,NaN,"-","-"
"28-Feb-2015",0.12,NaN,"-","-"
"01-Mar-2015",0,NaN,"-","-"
"02-Mar-2015",0.11,NaN,"-","-"
"03-Mar-2015",0,NaN,"-","-"
"04-Mar-2015",0.01,NaN,"-","-"
"05-Mar-2015",0.21,NaN,"-","-"
"06-Mar-2015",1.86,NaN,"-","-"
"07-Mar-2015",6.58,NaN,"-","-"
"08-Mar-2015",2.89,NaN,"-","-"
"09-Mar-2015",5.27,NaN,"-","-"
"10-Mar-2015",0.45,NaN,"-","-"
"11-Mar-2015",0,NaN,"-","-"
"12-Mar-2015",0,NaN,"-","-"
"13-Mar-2015",0,NaN,"-","-"
"14-Mar-2015",0,NaN,"-","-"
"15-Mar-2015",7.59,NaN,"-","-"
"16-Mar-2015",4.15,NaN,"-","-"
"17-Mar-2015",0.09,NaN,"-","-"
"18-Mar-2015",0,NaN,"-","-"
"19-Mar-2015",0,NaN,"-","-"
"20-Mar-2015",0,NaN,"-","-"
"21-Mar-2015",0,NaN,"-","-"
"22-Mar-2015",0,NaN,"-","-"
"23-Mar-2015",0,NaN,"-","-"
"24-Mar-2015",0,NaN,"-","-"
"25-Mar-2015",0,NaN,"-","-"
"26-Mar-2015",0,NaN,"-","-"
"27-Mar-2015",0,NaN,"-","-"
"28-Mar-2015",0,NaN,"-","-"
"29-Mar-2015",0.26,NaN,"-","-"
"30-Mar-2015",0,NaN,"-","-"
"31-Mar-2015",0.62,NaN,"-","-"
"01-Apr-2015",7.44,NaN,"-","-"
"02-Apr-2015",4.53,NaN,"-","-"
"03-Apr-2015",0.58,NaN,"-","-"
"04-Apr-2015",2.22,NaN,"-","-"
"05-Apr-2015",0.01,NaN,"-","-"
"06-Apr-2015",1.45,NaN,"-","-"
"07-Apr-2015",1.95,NaN,"-","-"
"08-Apr-2015",1.91,NaN,"-","-"
"09-Apr-2015",0.41,NaN,"-","-"
"10-Apr-2015",0.01,NaN,"-","-"
"11-Apr-2015",7.1,NaN,"-","-"
"12-Apr-2015",12.43,NaN,"-","-"
"13-Apr-2015",18.97,NaN,"-","-"
"14-Apr-2015",2.93,NaN,"-","-"
"15-Apr-2015",0.71,NaN,"-","-"
"16-Apr-2015",0.45,NaN,"-","-"
"17-Apr-2015",3.62,NaN,"-","-"
"18-Apr-2015",0,NaN,"-","-"
"19-Apr-2015",0.03,NaN,"-","-"
"20-Apr-2015",0,NaN,"-","-"
"21-Apr-2015",0.57,NaN,"-","-"
"22-Apr-2015",8.29,NaN,"-","-"
"23-Apr-2015",0.14,NaN,"-","-"
"24-Apr-2015",13.66,NaN,"-","-"
"25-Apr-2015",6.2,NaN,"-","-"
"26-Apr-2015",5.53,NaN,"-","-"
"27-Apr-2015",14.78,NaN,"-","-"
"28-Apr-2015",0,NaN,"-","-"
"29-Apr-2015",1.71,NaN,"-","-"
"30-Apr-2015",8.83,NaN,"-","-"
"01-May-2015",8.29,NaN,"-","-"
"02-May-2015",1.55,NaN,"-","-"
"03-May-2015",13.01,NaN,"-","-"
"04-May-2015",0.7,NaN,"-","-"
"05-May-2015",4.84,NaN,"-","-"
"06-May-2015",5.98,NaN,"-","-"
"07-May-2015",5.36,NaN,"-","-"
"08-May-2015",2.18,NaN,"-","-"
"09-May-2015",2.17,NaN,"-","-"
"10-May-2015",0,NaN,"-","-"
"11-May-2015",9.23,NaN,"-","-"
"12-May-2015",3.25,NaN,"-","-"
"13-May-2015",15.42,NaN,"-","-"
"14-May-2015",13.48,8.89,8.91768039558839,8.22043412336416
"15-May-2015",14.35,NaN,"-","-"
"16-May-2015",6.89,NaN,"-","-"
"17-May-2015",15.92,NaN,"-","-"
"18-May-2015",7.27,NaN,"-","-"
"19-May-2015",5.96,NaN,"-","-"
"20-May-2015",13.02,NaN,"-","-"
"21-May-2015",0.24,NaN,"-","-"
"22-May-2015",0,NaN,"-","-"
"23-May-2015",0,NaN,"-","-"
"24-May-2015",0,NaN,"-","-"
"25-May-2015",0.38,NaN,"-","-"
"26-May-2015",0,NaN,"-","-"
"27-May-2015",0,NaN,"-","-"
"28-May-2015",5.17,NaN,"-","-"
"29-May-2015",0.55,NaN,"-","-"
"30-May-2015",12.08,NaN,"-","-"
"31-May-2015",0,NaN,"-","-"
"01-Jun-2015",12.34,NaN,"-","-"
"02-Jun-2015",2.34,NaN,"-","-"
"03-Jun-2015",14.27,NaN,"-","-"
"04-Jun-2015",3.15,NaN,"-","-"
"05-Jun-2015",19.61,NaN,"-","-"
"06-Jun-2015",5.29,NaN,"-","-"
"07-Jun-2015",0.43,NaN,"-","-"
"08-Jun-2015",3.34,NaN,"-","-"
"09-Jun-2015",2.19,NaN,"-","-"
"10-Jun-2015",5.73,NaN,"-","-"
"11-Jun-2015",0,NaN,"-","-"
"12-Jun-2015",1.88,NaN,"-","-"
"13-Jun-2015",4.06,NaN,"-","-"
"14-Jun-2015",8.51,NaN,"-","-"
"15-Jun-2015",2.29,NaN,"-","-"
"16-Jun-2015",7.95,NaN,"-","-"
"17-Jun-2015",6.55,NaN,"-","-"
"18-Jun-2015",6.92,NaN,"-","-"
"19-Jun-2015",14.58,NaN,"-","-"
"20-Jun-2015",43.1,NaN,"-","-"
"21-Jun-2015",49.71,NaN,"-","-"
"22-Jun-2015",72.36,NaN,"-","-"
"23-Jun-2015",40.85,NaN,"-","-"
"24-Jun-2015",53.53,NaN,"-","-"
"25-Jun-2015",29.84,NaN,"-","-"
"26-Jun-2015",75.4,NaN,"-","-"
"27-Jun-2015",42.45,NaN,"-","-"
"28-Jun-2015",3.45,NaN,"-","-"
"29-Jun-2015",1.06,NaN,"-","-"
"30-Jun-2015",5.55,NaN,"-","-"
"01-Jul-2015",1.42,NaN,"-","-"
"02-Jul-2015",1.07,NaN,"-","-"
"03-Jul-2015",5.41,NaN,"-","-"
"04-Jul-2015",3.43,NaN,"-","-"
"05-Jul-2015",2.01,NaN,"-","-"
"06-Jul-2015",2.63,NaN,"-","-"
"07-Jul-2015",0.32,NaN,"-","-"
"08-Jul-2015",4.38,NaN,"-","-"
"09-Jul-2015",12.17,NaN,"-","-"
"10-Jul-2015",6.47,NaN,"-","-"
"11-Jul-2015",12.75,NaN,"-","-"
"12-Jul-2015",6.84,NaN,"-","-"
"13-Jul-2015",4.09,NaN,"-","-"
"14-Jul-2015",1.79,NaN,"-","-"
"15-Jul-2015",5.85,NaN,"-","-"
"16-Jul-2015",3.75,NaN,"-","-"
"17-Jul-2015",8.97,NaN,"-","-"
"18-Jul-2015",25.21,NaN,"-","-"
"19-Jul-2015",17.35,NaN,"-","-"
"20-Jul-2015",26.42,NaN,"-","-"
"21-Jul-2015",10.44,NaN,"-","-"
"22-Jul-2015",5.52,NaN,"-","-"
"23-Jul-2015",8.31,NaN,"-","-"
"24-Jul-2015",9.68,NaN,"-","-"
"25-Jul-2015",3.55,NaN,"-","-"
"26-Jul-2015",7.47,NaN,"-","-"
"27-Jul-2015",7.1,NaN,"-","-"
"28-Jul-2015",9.18,NaN,"-","-"
"29-Jul-2015",0.35,NaN,"-","-"
"30-Jul-2015",0.02,NaN,"-","-"
"31-Jul-2015",1.73,NaN,"-","-"
"01-Aug-2015",3.11,NaN,"-","-"
"02-Aug-2015",4.03,NaN,"-","-"
"03-Aug-2015",1.19,NaN,"-","-"
"04-Aug-2015",6.62,NaN,"-","-"
"05-Aug-2015",7.14,NaN,"-","-"
"06-Aug-2015",13.46,NaN,"-","-"
"07-Aug-2015",17.72,NaN,"-","-"
"08-Aug-2015",10.03,NaN,"-","-"
"09-Aug-2015",5.31,NaN,"-","-"
"10-Aug-2015",8.07,NaN,"-","-"
"11-Aug-2015",7.8,NaN,"-","-"
"12-Aug-2015",6.2,NaN,"-","-"
"13-Aug-2015",8.82,NaN,"-","-"
"14-Aug-2015",6.48,NaN,"-","-"
"15-Aug-2015",3.83,NaN,"-","-"
"16-Aug-2015",14,NaN,"-","-"
"17-Aug-2015",2.51,NaN,"-","-"
"18-Aug-2015",12.33,NaN,"-","-"
"19-Aug-2015",21.75,NaN,"-","-"
"20-Aug-2015",0.73,NaN,"-","-"
"21-Aug-2015",1.29,NaN,"-","-"
"22-Aug-2015",11.21,NaN,"-","-"
"23-Aug-2015",10.54,NaN,"-","-"
