Dates,RF Actual Level (mm),Last 10 Year Average (m bgl),Last Year  (m bgl),Current Level (m bgl)
"28-Feb-2014",0,NaN,"-","-"
"01-Mar-2014",0.16,NaN,"-","-"
"02-Mar-2014",1.36,NaN,"-","-"
"03-Mar-2014",0.48,NaN,"-","-"
"04-Mar-2014",0,NaN,"-","-"
"05-Mar-2014",0,NaN,"-","-"
"06-Mar-2014",0,NaN,"-","-"
"07-Mar-2014",9.71,NaN,"-","-"
"08-Mar-2014",1.98,NaN,"-","-"
"09-Mar-2014",0,NaN,"-","-"
"10-Mar-2014",0,NaN,"-","-"
"11-Mar-2014",0,NaN,"-","-"
"12-Mar-2014",0,NaN,"-","-"
"13-Mar-2014",0,NaN,"-","-"
"14-Mar-2014",0,NaN,"-","-"
"15-Mar-2014",0,NaN,"-","-"
"16-Mar-2014",0,NaN,"-","-"
"17-Mar-2014",0,NaN,"-","-"
"18-Mar-2014",0,NaN,"-","-"
"19-Mar-2014",0,NaN,"-","-"
"20-Mar-2014",0,NaN,"-","-"
"21-Mar-2014",0,NaN,"-","-"
"22-Mar-2014",0,NaN,"-","-"
"23-Mar-2014",0,NaN,"-","-"
"24-Mar-2014",0,NaN,"-","-"
"25-Mar-2014",0,NaN,"-","-"
"26-Mar-2014",0,NaN,"-","-"
"27-Mar-2014",0,NaN,"-","-"
"28-Mar-2014",0,NaN,"-","-"
"29-Mar-2014",0,NaN,"-","-"
"30-Mar-2014",0,NaN,"-","-"
"31-Mar-2014",0,NaN,"-","-"
"01-Apr-2014",0,NaN,"-","-"
"02-Apr-2014",0,NaN,"-","-"
"03-Apr-2014",0,NaN,"-","-"
"04-Apr-2014",0,NaN,"-","-"
"05-Apr-2014",0,NaN,"-","-"
"06-Apr-2014",0,NaN,"-","-"
"07-Apr-2014",0,NaN,"-","-"
"08-Apr-2014",0,NaN,"-","-"
"09-Apr-2014",0,NaN,"-","-"
"10-Apr-2014",3.06,NaN,"-","-"
"11-Apr-2014",0.16,NaN,"-","-"
"12-Apr-2014",0.81,NaN,"-","-"
"13-Apr-2014",2.36,NaN,"-","-"
"14-Apr-2014",0.61,NaN,"-","-"
"15-Apr-2014",0,NaN,"-","-"
"16-Apr-2014",0.25,NaN,"-","-"
"17-Apr-2014",0,NaN,"-","-"
"18-Apr-2014",0.09,NaN,"-","-"
"19-Apr-2014",1.95,NaN,"-","-"
"20-Apr-2014",0.01,NaN,"-","-"
"21-Apr-2014",0,NaN,"-","-"
"22-Apr-2014",0,NaN,"-","-"
"23-Apr-2014",0,NaN,"-","-"
"24-Apr-2014",0,NaN,"-","-"
"25-Apr-2014",0,NaN,"-","-"
"26-Apr-2014",0,NaN,"-","-"
"27-Apr-2014",0,NaN,"-","-"
"28-Apr-2014",0,NaN,"-","-"
"29-Apr-2014",0,NaN,"-","-"
"30-Apr-2014",0,NaN,"-","-"
"01-May-2014",0,NaN,"-","-"
"02-May-2014",0.1,NaN,"-","-"
"03-May-2014",1.62,NaN,"-","-"
"04-May-2014",0,NaN,"-","-"
"05-May-2014",0,NaN,"-","-"
"06-May-2014",0,NaN,"-","-"
"07-May-2014",4.38,NaN,"-","-"
"08-May-2014",5.47,NaN,"-","-"
"09-May-2014",5.65,NaN,"-","-"
"10-May-2014",0.01,NaN,"-","-"
"11-May-2014",2.26,NaN,"-","-"
"12-May-2014",0,NaN,"-","-"
"13-May-2014",1.36,NaN,"-","-"
"14-May-2014",0.91,14,19.260914135061196,14.806028527961452
"15-May-2014",0,NaN,"-","-"
"16-May-2014",0,NaN,"-","-"
"17-May-2014",0,NaN,"-","-"
"18-May-2014",10.8,NaN,"-","-"
"19-May-2014",0,NaN,"-","-"
"20-May-2014",2.39,NaN,"-","-"
"21-May-2014",13.91,NaN,"-","-"
"22-May-2014",4.38,NaN,"-","-"
"23-May-2014",0.87,NaN,"-","-"
"24-May-2014",0.29,NaN,"-","-"
"25-May-2014",7.25,NaN,"-","-"
"26-May-2014",0,NaN,"-","-"
"27-May-2014",0.42,NaN,"-","-"
"28-May-2014",25.89,NaN,"-","-"
"29-May-2014",0.63,NaN,"-","-"
"30-May-2014",3.37,NaN,"-","-"
"31-May-2014",6.57,NaN,"-","-"
"01-Jun-2014",11.99,NaN,"-","-"
"02-Jun-2014",0,NaN,"-","-"
"03-Jun-2014",31.41,NaN,"-","-"
"04-Jun-2014",0,NaN,"-","-"
"05-Jun-2014",3.73,NaN,"-","-"
"06-Jun-2014",28.39,NaN,"-","-"
"07-Jun-2014",0,NaN,"-","-"
"08-Jun-2014",0,NaN,"-","-"
"09-Jun-2014",0,NaN,"-","-"
"10-Jun-2014",0.03,NaN,"-","-"
"11-Jun-2014",0.1,NaN,"-","-"
"12-Jun-2014",0,NaN,"-","-"
"13-Jun-2014",0.02,NaN,"-","-"
"14-Jun-2014",1.45,NaN,"-","-"
"15-Jun-2014",0,NaN,"-","-"
"16-Jun-2014",0,NaN,"-","-"
"17-Jun-2014",0,NaN,"-","-"
"18-Jun-2014",0,NaN,"-","-"
"19-Jun-2014",0.1,NaN,"-","-"
"20-Jun-2014",0.1,NaN,"-","-"
"21-Jun-2014",0.03,NaN,"-","-"
"22-Jun-2014",1.04,NaN,"-","-"
"23-Jun-2014",0.13,NaN,"-","-"
"24-Jun-2014",0,NaN,"-","-"
"25-Jun-2014",0,NaN,"-","-"
"26-Jun-2014",0,NaN,"-","-"
"27-Jun-2014",0,NaN,"-","-"
"28-Jun-2014",0.93,NaN,"-","-"
"29-Jun-2014",14.89,NaN,"-","-"
"30-Jun-2014",12.11,NaN,"-","-"
"01-Jul-2014",12.97,NaN,"-","-"
"02-Jul-2014",0,NaN,"-","-"
"03-Jul-2014",0,NaN,"-","-"
"04-Jul-2014",0,NaN,"-","-"
"05-Jul-2014",0.05,NaN,"-","-"
"06-Jul-2014",1.08,NaN,"-","-"
"07-Jul-2014",2.25,NaN,"-","-"
"08-Jul-2014",2.65,NaN,"-","-"
"09-Jul-2014",0.22,NaN,"-","-"
"10-Jul-2014",6.46,NaN,"-","-"
"11-Jul-2014",11.3,NaN,"-","-"
"12-Jul-2014",0.41,NaN,"-","-"
"13-Jul-2014",1.8,NaN,"-","-"
"14-Jul-2014",3.78,NaN,"-","-"
"15-Jul-2014",0.11,NaN,"-","-"
"16-Jul-2014",0.07,NaN,"-","-"
"17-Jul-2014",0,NaN,"-","-"
"18-Jul-2014",0,NaN,"-","-"
"19-Jul-2014",0.27,NaN,"-","-"
"20-Jul-2014",0.75,NaN,"-","-"
"21-Jul-2014",0,NaN,"-","-"
"22-Jul-2014",0.03,NaN,"-","-"
"23-Jul-2014",2.94,NaN,"-","-"
"24-Jul-2014",2.63,NaN,"-","-"
"25-Jul-2014",0.12,NaN,"-","-"
"26-Jul-2014",3.19,NaN,"-","-"
"27-Jul-2014",3.68,NaN,"-","-"
"28-Jul-2014",1.13,NaN,"-","-"
"29-Jul-2014",0,NaN,"-","-"
"30-Jul-2014",0,NaN,"-","-"
"31-Jul-2014",0.12,NaN,"-","-"
"01-Aug-2014",0.2,NaN,"-","-"
"02-Aug-2014",2.6,NaN,"-","-"
"03-Aug-2014",0.02,NaN,"-","-"
"04-Aug-2014",0.57,NaN,"-","-"
"05-Aug-2014",0.11,NaN,"-","-"
"06-Aug-2014",0.73,NaN,"-","-"
"07-Aug-2014",0.1,NaN,"-","-"
"08-Aug-2014",0,NaN,"-","-"
"09-Aug-2014",7.64,NaN,"-","-"
"10-Aug-2014",1.92,NaN,"-","-"
"11-Aug-2014",3.12,NaN,"-","-"
"12-Aug-2014",0.03,NaN,"-","-"
"13-Aug-2014",1.56,NaN,"-","-"
"14-Aug-2014",2.2,NaN,"-","-"
"15-Aug-2014",3.1,NaN,"-","-"
"16-Aug-2014",0,NaN,"-","-"
"17-Aug-2014",0,NaN,"-","-"
"18-Aug-2014",5.43,NaN,"-","-"
"19-Aug-2014",2.65,NaN,"-","-"
"20-Aug-2014",7.13,NaN,"-","-"
"21-Aug-2014",18.95,NaN,"-","-"
"22-Aug-2014",1.72,NaN,"-","-"
"23-Aug-2014",0.85,NaN,"-","-"
"24-Aug-2014",8.05,14.95,17.79185265245915,18.018067829625856
"25-Aug-2014",0,NaN,"-","-"
"26-Aug-2014",0.2,NaN,"-","-"
"27-Aug-2014",0.25,NaN,"-","-"
"28-Aug-2014",0.42,NaN,"-","-"
"29-Aug-2014",0.06,NaN,"-","-"
"30-Aug-2014",0.36,NaN,"-","-"
"31-Aug-2014",0.16,NaN,"-","-"
"01-Sep-2014",0.62,NaN,"-","-"
"02-Sep-2014",0.5,NaN,"-","-"
"03-Sep-2014",0.66,NaN,"-","-"
"04-Sep-2014",0.49,NaN,"-","-"
"05-Sep-2014",0.29,NaN,"-","-"
"06-Sep-2014",1.93,NaN,"-","-"
"07-Sep-2014",2.26,NaN,"-","-"
"08-Sep-2014",2.15,NaN,"-","-"
"09-Sep-2014",0.41,NaN,"-","-"
"10-Sep-2014",0,NaN,"-","-"
"11-Sep-2014",1.42,NaN,"-","-"
"12-Sep-2014",0,NaN,"-","-"
"13-Sep-2014",0.33,NaN,"-","-"
"14-Sep-2014",0.03,NaN,"-","-"
"15-Sep-2014",1.43,NaN,"-","-"
"16-Sep-2014",0.73,NaN,"-","-"
"17-Sep-2014",0.07,NaN,"-","-"
"18-Sep-2014",0,NaN,"-","-"
"19-Sep-2014",0,NaN,"-","-"
"20-Sep-2014",6.46,NaN,"-","-"
"21-Sep-2014",0,NaN,"-","-"
"22-Sep-2014",0,NaN,"-","-"
"23-Sep-2014",13.9,NaN,"-","-"
"24-Sep-2014",7.45,NaN,"-","-"
"25-Sep-2014",14.43,NaN,"-","-"
"26-Sep-2014",24.38,NaN,"-","-"
"27-Sep-2014",7.84,NaN,"-","-"
"28-Sep-2014",0.18,NaN,"-","-"
"29-Sep-2014",24.95,NaN,"-","-"
"30-Sep-2014",0.24,NaN,"-","-"
"01-Oct-2014",0.82,NaN,"-","-"
"02-Oct-2014",0,NaN,"-","-"
"03-Oct-2014",0,NaN,"-","-"
"04-Oct-2014",0,NaN,"-","-"
"05-Oct-2014",0,NaN,"-","-"
"06-Oct-2014",22.53,NaN,"-","-"
"07-Oct-2014",12.84,NaN,"-","-"
"08-Oct-2014",42.82,NaN,"-","-"
"09-Oct-2014",45.92,NaN,"-","-"
"10-Oct-2014",4.68,NaN,"-","-"
"11-Oct-2014",4.75,NaN,"-","-"
"12-Oct-2014",1.09,NaN,"-","-"
"13-Oct-2014",0,NaN,"-","-"
"14-Oct-2014",0,NaN,"-","-"
"15-Oct-2014",0,NaN,"-","-"
"16-Oct-2014",0.81,NaN,"-","-"
"17-Oct-2014",0,NaN,"-","-"
"18-Oct-2014",2.99,NaN,"-","-"
"19-Oct-2014",4.91,NaN,"-","-"
"20-Oct-2014",2.69,NaN,"-","-"
"21-Oct-2014",1.63,NaN,"-","-"
"22-Oct-2014",0.31,NaN,"-","-"
"23-Oct-2014",9.86,NaN,"-","-"
"24-Oct-2014",4.54,NaN,"-","-"
"25-Oct-2014",1.09,NaN,"-","-"
"26-Oct-2014",22.58,NaN,"-","-"
"27-Oct-2014",14.98,NaN,"-","-"
"28-Oct-2014",32.74,NaN,"-","-"
"29-Oct-2014",0.67,NaN,"-","-"
"30-Oct-2014",0,NaN,"-","-"
"31-Oct-2014",0,NaN,"-","-"
"01-Nov-2014",0,NaN,"-","-"
"02-Nov-2014",0.97,NaN,"-","-"
"03-Nov-2014",0,NaN,"-","-"
"04-Nov-2014",0,13.81,14.355961640953616,14.127422605100396
"05-Nov-2014",0,NaN,"-","-"
"06-Nov-2014",0,NaN,"-","-"
"07-Nov-2014",0,NaN,"-","-"
"08-Nov-2014",0,NaN,"-","-"
"09-Nov-2014",0,NaN,"-","-"
"10-Nov-2014",0,NaN,"-","-"
"11-Nov-2014",0.02,NaN,"-","-"
"12-Nov-2014",0,NaN,"-","-"
"13-Nov-2014",4.81,NaN,"-","-"
"14-Nov-2014",18.24,NaN,"-","-"
"15-Nov-2014",2.51,NaN,"-","-"
"16-Nov-2014",0.01,NaN,"-","-"
"17-Nov-2014",0,NaN,"-","-"
"18-Nov-2014",0,NaN,"-","-"
"19-Nov-2014",0,NaN,"-","-"
"20-Nov-2014",0,NaN,"-","-"
"21-Nov-2014",0,NaN,"-","-"
"22-Nov-2014",0,NaN,"-","-"
"23-Nov-2014",0,NaN,"-","-"
"24-Nov-2014",0,NaN,"-","-"
"25-Nov-2014",0,NaN,"-","-"
"26-Nov-2014",0,NaN,"-","-"
"27-Nov-2014",0,NaN,"-","-"
"28-Nov-2014",0,NaN,"-","-"
"29-Nov-2014",0,NaN,"-","-"
"30-Nov-2014",0,NaN,"-","-"
"01-Dec-2014",0,NaN,"-","-"
"02-Dec-2014",0,NaN,"-","-"
"03-Dec-2014",0,NaN,"-","-"
"04-Dec-2014",0,NaN,"-","-"
"05-Dec-2014",0,NaN,"-","-"
"06-Dec-2014",0,NaN,"-","-"
"07-Dec-2014",0,NaN,"-","-"
"08-Dec-2014",0,NaN,"-","-"
"09-Dec-2014",0,NaN,"-","-"
"10-Dec-2014",0,NaN,"-","-"
"11-Dec-2014",3.57,NaN,"-","-"
"12-Dec-2014",0,NaN,"-","-"
"13-Dec-2014",8.39,NaN,"-","-"
"14-Dec-2014",0,NaN,"-","-"
"15-Dec-2014",0,NaN,"-","-"
"16-Dec-2014",0,NaN,"-","-"
"17-Dec-2014",0,NaN,"-","-"
"18-Dec-2014",0,NaN,"-","-"
"19-Dec-2014",0.19,NaN,"-","-"
"20-Dec-2014",0.89,NaN,"-","-"
"21-Dec-2014",0,NaN,"-","-"
"22-Dec-2014",0,NaN,"-","-"
"23-Dec-2014",0,NaN,"-","-"
"24-Dec-2014",0,NaN,"-","-"
"25-Dec-2014",0,NaN,"-","-"
"26-Dec-2014",0,NaN,"-","-"
"27-Dec-2014",0,NaN,"-","-"
"28-Dec-2014",0,NaN,"-","-"
"29-Dec-2014",0,NaN,"-","-"
"30-Dec-2014",0,NaN,"-","-"
"31-Dec-2014",0,NaN,"-","-"
"01-Jan-2015",14.39,NaN,"-","-"
"02-Jan-2015",0.98,NaN,"-","-"
"03-Jan-2015",0,NaN,"-","-"
"04-Jan-2015",0,14.28,16.788963406205607,16.010119480382627
"05-Jan-2015",0,NaN,"-","-"
"06-Jan-2015",0,NaN,"-","-"
"07-Jan-2015",0,NaN,"-","-"
"08-Jan-2015",0,NaN,"-","-"
"09-Jan-2015",0,NaN,"-","-"
"10-Jan-2015",0,NaN,"-","-"
"11-Jan-2015",0,NaN,"-","-"
"12-Jan-2015",0,NaN,"-","-"
"13-Jan-2015",0,NaN,"-","-"
"14-Jan-2015",0,NaN,"-","-"
"15-Jan-2015",0,NaN,"-","-"
"16-Jan-2015",0,NaN,"-","-"
"17-Jan-2015",0,NaN,"-","-"
"18-Jan-2015",0,NaN,"-","-"
"19-Jan-2015",0,NaN,"-","-"
"20-Jan-2015",0,NaN,"-","-"
"21-Jan-2015",0,NaN,"-","-"
"22-Jan-2015",0,NaN,"-","-"
"23-Jan-2015",0,NaN,"-","-"
"24-Jan-2015",0,NaN,"-","-"
"25-Jan-2015",0,NaN,"-","-"
"26-Jan-2015",0,NaN,"-","-"
"27-Jan-2015",0,NaN,"-","-"
"28-Jan-2015",0,NaN,"-","-"
"29-Jan-2015",0,NaN,"-","-"
"30-Jan-2015",0,NaN,"-","-"
"31-Jan-2015",0,NaN,"-","-"
"01-Feb-2015",0,NaN,"-","-"
"02-Feb-2015",0,NaN,"-","-"
"03-Feb-2015",0,NaN,"-","-"
"04-Feb-2015",0,NaN,"-","-"
"05-Feb-2015",0,NaN,"-","-"
"06-Feb-2015",0,NaN,"-","-"
"07-Feb-2015",0,NaN,"-","-"
"08-Feb-2015",0,NaN,"-","-"
"09-Feb-2015",0,NaN,"-","-"
"10-Feb-2015",0,NaN,"-","-"
"11-Feb-2015",0,NaN,"-","-"
"12-Feb-2015",0,NaN,"-","-"
"13-Feb-2015",0,NaN,"-","-"
"14-Feb-2015",0,NaN,"-","-"
"15-Feb-2015",0,NaN,"-","-"
"16-Feb-2015",0,NaN,"-","-"
"17-Feb-2015",0,NaN,"-","-"
"18-Feb-2015",0,NaN,"-","-"
"19-Feb-2015",0,NaN,"-","-"
"20-Feb-2015",0,NaN,"-","-"
"21-Feb-2015",0,NaN,"-","-"
"22-Feb-2015",0,NaN,"-","-"
"23-Feb-2015",0,NaN,"-","-"
"24-Feb-2015",0,NaN,"-","-"
"25-Feb-2015",0,NaN,"-","-"
"26-Feb-2015",0,NaN,"-","-"
"27-Feb-2015",0,NaN,"-","-"
"28-Feb-2015",0,NaN,"-","-"
"01-Mar-2015",2.46,NaN,"-","-"
"02-Mar-2015",0.8,NaN,"-","-"
"03-Mar-2015",4.21,NaN,"-","-"
"04-Mar-2015",12.89,NaN,"-","-"
"05-Mar-2015",5.02,NaN,"-","-"
"06-Mar-2015",0,NaN,"-","-"
"07-Mar-2015",20.08,NaN,"-","-"
"08-Mar-2015",0,NaN,"-","-"
"09-Mar-2015",0,NaN,"-","-"
"10-Mar-2015",0,NaN,"-","-"
"11-Mar-2015",0,NaN,"-","-"
"12-Mar-2015",0,NaN,"-","-"
"13-Mar-2015",0,NaN,"-","-"
"14-Mar-2015",0,NaN,"-","-"
"15-Mar-2015",0,NaN,"-","-"
"16-Mar-2015",0,NaN,"-","-"
"17-Mar-2015",0,NaN,"-","-"
"18-Mar-2015",0,NaN,"-","-"
"19-Mar-2015",0,NaN,"-","-"
"20-Mar-2015",0,NaN,"-","-"
"21-Mar-2015",0,NaN,"-","-"
"22-Mar-2015",0,NaN,"-","-"
"23-Mar-2015",0,NaN,"-","-"
"24-Mar-2015",0,NaN,"-","-"
"25-Mar-2015",0,NaN,"-","-"
"26-Mar-2015",0,NaN,"-","-"
"27-Mar-2015",0,NaN,"-","-"
"28-Mar-2015",0,NaN,"-","-"
"29-Mar-2015",0,NaN,"-","-"
"30-Mar-2015",0,NaN,"-","-"
"31-Mar-2015",0,NaN,"-","-"
"01-Apr-2015",0.6,NaN,"-","-"
"02-Apr-2015",0.03,NaN,"-","-"
"03-Apr-2015",0,NaN,"-","-"
"04-Apr-2015",0.23,NaN,"-","-"
"05-Apr-2015",0,NaN,"-","-"
"06-Apr-2015",0.07,NaN,"-","-"
"07-Apr-2015",0,NaN,"-","-"
"08-Apr-2015",0,NaN,"-","-"
"09-Apr-2015",0,NaN,"-","-"
"10-Apr-2015",0,NaN,"-","-"
"11-Apr-2015",0,NaN,"-","-"
"12-Apr-2015",8.8,NaN,"-","-"
"13-Apr-2015",10.61,NaN,"-","-"
"14-Apr-2015",12.74,NaN,"-","-"
"15-Apr-2015",13.85,NaN,"-","-"
"16-Apr-2015",8.72,NaN,"-","-"
"17-Apr-2015",37.15,NaN,"-","-"
"18-Apr-2015",5.49,NaN,"-","-"
"19-Apr-2015",1.2,NaN,"-","-"
"20-Apr-2015",0,NaN,"-","-"
"21-Apr-2015",0,NaN,"-","-"
"22-Apr-2015",0,NaN,"-","-"
"23-Apr-2015",1.33,NaN,"-","-"
"24-Apr-2015",18.1,NaN,"-","-"
"25-Apr-2015",10.58,NaN,"-","-"
"26-Apr-2015",14.87,NaN,"-","-"
"27-Apr-2015",0.64,NaN,"-","-"
"28-Apr-2015",0,NaN,"-","-"
"29-Apr-2015",0.19,NaN,"-","-"
"30-Apr-2015",17.4,NaN,"-","-"
"01-May-2015",3.24,NaN,"-","-"
"02-May-2015",0,NaN,"-","-"
"03-May-2015",3.44,NaN,"-","-"
"04-May-2015",0,NaN,"-","-"
"05-May-2015",0.32,NaN,"-","-"
"06-May-2015",0,NaN,"-","-"
"07-May-2015",5.38,NaN,"-","-"
"08-May-2015",0.6,NaN,"-","-"
"09-May-2015",0.66,NaN,"-","-"
"10-May-2015",0.06,NaN,"-","-"
"11-May-2015",0,NaN,"-","-"
"12-May-2015",0.01,NaN,"-","-"
"13-May-2015",1.54,NaN,"-","-"
"14-May-2015",0.58,14.51,14.806028527961452,15.241159401857981
"15-May-2015",0.88,NaN,"-","-"
"16-May-2015",2.2,NaN,"-","-"
"17-May-2015",41.34,NaN,"-","-"
"18-May-2015",19.12,NaN,"-","-"
"19-May-2015",0.07,NaN,"-","-"
"20-May-2015",13.34,NaN,"-","-"
"21-May-2015",0.66,NaN,"-","-"
"22-May-2015",0,NaN,"-","-"
"23-May-2015",0,NaN,"-","-"
"24-May-2015",0.09,NaN,"-","-"
"25-May-2015",0,NaN,"-","-"
"26-May-2015",0,NaN,"-","-"
"27-May-2015",0,NaN,"-","-"
"28-May-2015",12.18,NaN,"-","-"
"29-May-2015",0.07,NaN,"-","-"
"30-May-2015",12.27,NaN,"-","-"
"31-May-2015",0,NaN,"-","-"
"01-Jun-2015",15.6,NaN,"-","-"
"02-Jun-2015",8,NaN,"-","-"
"03-Jun-2015",1.45,NaN,"-","-"
"04-Jun-2015",0.54,NaN,"-","-"
"05-Jun-2015",9.69,NaN,"-","-"
"06-Jun-2015",0.36,NaN,"-","-"
"07-Jun-2015",0,NaN,"-","-"
"08-Jun-2015",0.32,NaN,"-","-"
"09-Jun-2015",1.39,NaN,"-","-"
"10-Jun-2015",1.05,NaN,"-","-"
"11-Jun-2015",8.64,NaN,"-","-"
"12-Jun-2015",4.88,NaN,"-","-"
"13-Jun-2015",0.11,NaN,"-","-"
"14-Jun-2015",7.28,NaN,"-","-"
"15-Jun-2015",2.5,NaN,"-","-"
"16-Jun-2015",0.86,NaN,"-","-"
"17-Jun-2015",0.34,NaN,"-","-"
"18-Jun-2015",0.74,NaN,"-","-"
"19-Jun-2015",0,NaN,"-","-"
"20-Jun-2015",1.98,NaN,"-","-"
"21-Jun-2015",0.5,NaN,"-","-"
"22-Jun-2015",2.35,NaN,"-","-"
"23-Jun-2015",0.32,NaN,"-","-"
"24-Jun-2015",1.4,NaN,"-","-"
"25-Jun-2015",0.85,NaN,"-","-"
"26-Jun-2015",0.08,NaN,"-","-"
"27-Jun-2015",0.03,NaN,"-","-"
"28-Jun-2015",0,NaN,"-","-"
"29-Jun-2015",0,NaN,"-","-"
"30-Jun-2015",2.77,NaN,"-","-"
"01-Jul-2015",0.3,NaN,"-","-"
"02-Jul-2015",0,NaN,"-","-"
"03-Jul-2015",0,NaN,"-","-"
"04-Jul-2015",0.32,NaN,"-","-"
"05-Jul-2015",0,NaN,"-","-"
"06-Jul-2015",0,NaN,"-","-"
"07-Jul-2015",0,NaN,"-","-"
"08-Jul-2015",0.73,NaN,"-","-"
"09-Jul-2015",0.79,NaN,"-","-"
"10-Jul-2015",2.18,NaN,"-","-"
"11-Jul-2015",5.11,NaN,"-","-"
"12-Jul-2015",0.66,NaN,"-","-"
"13-Jul-2015",0,NaN,"-","-"
"14-Jul-2015",0,NaN,"-","-"
"15-Jul-2015",0,NaN,"-","-"
"16-Jul-2015",0,NaN,"-","-"
"17-Jul-2015",4.23,NaN,"-","-"
"18-Jul-2015",0.55,NaN,"-","-"
"19-Jul-2015",4.69,NaN,"-","-"
"20-Jul-2015",6.65,NaN,"-","-"
"21-Jul-2015",14.43,NaN,"-","-"
"22-Jul-2015",2.25,NaN,"-","-"
"23-Jul-2015",2.08,NaN,"-","-"
"24-Jul-2015",0.14,NaN,"-","-"
"25-Jul-2015",0.68,NaN,"-","-"
"26-Jul-2015",1.21,NaN,"-","-"
"27-Jul-2015",0.89,NaN,"-","-"
"28-Jul-2015",0.32,NaN,"-","-"
"29-Jul-2015",0,NaN,"-","-"
"30-Jul-2015",0,NaN,"-","-"
"31-Jul-2015",2.12,NaN,"-","-"
"01-Aug-2015",2.09,NaN,"-","-"
"02-Aug-2015",2.45,NaN,"-","-"
"03-Aug-2015",0,NaN,"-","-"
"04-Aug-2015",0.02,NaN,"-","-"
"05-Aug-2015",5.71,NaN,"-","-"
"06-Aug-2015",0.85,NaN,"-","-"
"07-Aug-2015",0.17,NaN,"-","-"
"08-Aug-2015",6.77,NaN,"-","-"
"09-Aug-2015",0,NaN,"-","-"
"10-Aug-2015",2.94,NaN,"-","-"
"11-Aug-2015",0.6,NaN,"-","-"
"12-Aug-2015",9.94,NaN,"-","-"
"13-Aug-2015",1.31,NaN,"-","-"
"14-Aug-2015",0.36,NaN,"-","-"
"15-Aug-2015",0.01,NaN,"-","-"
"16-Aug-2015",0.03,NaN,"-","-"
"17-Aug-2015",28.47,NaN,"-","-"
"18-Aug-2015",0.1,NaN,"-","-"
"19-Aug-2015",0,NaN,"-","-"
"20-Aug-2015",0.64,NaN,"-","-"
"21-Aug-2015",5.6,NaN,"-","-"
"22-Aug-2015",16.74,NaN,"-","-"
"23-Aug-2015",6.18,NaN,"-","-"
"24-Aug-2015",1.54,14.74,18.018067829625856,12.40776432320711
"25-Aug-2015",0,NaN,"-","-"
"26-Aug-2015",0,NaN,"-","-"
"27-Aug-2015",1.78,NaN,"-","-"
"28-Aug-2015",4.77,NaN,"-","-"
"29-Aug-2015",0,NaN,"-","-"
"30-Aug-2015",0,NaN,"-","-"
"31-Aug-2015",0.15,NaN,"-","-"
"01-Sep-2015",0.03,NaN,"-","-"
